EmpID,NamePrefix,FirstName,MiddleInitial,LastName,Gender,EMail,FatherName,MotherName,MotherMaidenName,DateofBirth,TimeofBirth,AgeinYrs,WeightinKgs,DateofJoining,QuarterofJoining,HalfofJoining,YearofJoining,MonthofJoining,MonthNameofJoining,ShortMonth,DayofJoining,DOWofJoining,ShortDOW,AgeinCompanyYears,Salary,LastHike,SSN,PhoneNo,PlaceName,County,City,State,Zip,Region,UserName,Password
273534,Hon,Stanley,Q,Caudill,M,stanleycaudill@gmailcom,Christoper Caudill,Liana Caudill,Mccarter,9/5/1985,07:55:23 AM,3192,51,10/30/2007,Q4,H2,2007,10,October,Oct,30,Tuesday,Tue,975,171077,0%,325-11-5942,270-718-5602,Oven Fork,Oven Fork,Oven Fork,KY,40861,South,sqcaudill,Qx|vuBLzC
696686,Mr,Jordan,D,Phu,M,jordanphu@gmailcom,Agustin Phu,Tierra Phu,Mcchristian,1/17/1992,10:37:05 AM,2555,54,2/16/2016,Q1,H1,2016,2,February,Feb,16,Tuesday,Tue,145,44881,21%,539-71-8770,239-845-9257,O Brien,Suwannee,O Brien,FL,32071,South,jdphu,AL#z/]3sVxfwX
806950,Dr,Mac,V,Lineberry,M,maclineberry@yahoocom,Benito Lineberry,Roseline Lineberry,Schanz,2/21/1961,06:07:41 PM,5647,62,9/17/2013,Q3,H2,2013,9,September,Sep,17,Tuesday,Tue,386,171819,0%,563-99-9290,209-290-7541,San Jose,Santa Clara,San Jose,CA,95196,West,mvlineberry,2Bt}2Xi3h
281442,Mrs,Mina,P,Shotwell,F,minashotwell@shawca,Joseph Shotwell,Chanell Shotwell,Culp,3/29/1961,02:28:39 PM,5637,56,12/7/2003,Q4,H2,2003,12,December,Dec,7,Sunday,Sun,1365,135958,12%,286-15-4517,215-554-3365,Bridgeport,Montgomery,Bridgeport,PA,19405,Northeast,mpshotwell,hV$KSfEF0z
386557,Mr,Doyle,N,Utter,M,doyleutter@gmailcom,Orval Utter,Fiona Utter,Pinkard,1/12/1991,12:12:02 AM,2656,62,10/30/2012,Q4,H2,2012,10,October,Oct,30,Tuesday,Tue,475,118687,27%,454-99-1506,240-520-4999,Hyattsville,Prince George's,Hyattsville,MD,20785,South,dnutter,lLp-M3>Hi5c
874327,Mr,Tyler,D,Galindo,M,tylergalindo@yahoocom,Buck Galindo,Coralie Galindo,Moralez,1/14/1993,05:06:41 PM,2455,60,5/26/2016,Q2,H1,2016,5,May,May,26,Thursday,Thu,117,55059,18%,146-23-8893,218-822-4983,Bingham Lake,Cottonwood,Bingham Lake,MN,56118,Midwest,tdgalindo,Tds~clJvH
723896,Drs,Lizzette,G,Moyle,F,lizzettemoyle@sbcglobalnet,Tyron Moyle,Anglea Moyle,Hazel,5/23/1974,02:30:35 PM,4321,54,6/29/2005,Q2,H1,2005,6,June,Jun,29,Wednesday,Wed,1209,142259,2%,752-09-0836,217-844-1533,Smithshire,Warren,Smithshire,IL,61478,Midwest,lgmoyle,Lf|AEQ~xZVY$9+3
292107,Mr,Heath,K,Fell,M,heathfell@hotmailcom,Fletcher Fell,Jasmin Fell,Solt,4/15/1963,12:35:24 PM,5432,79,2/24/2008,Q1,H1,2008,2,February,Feb,24,Sunday,Sun,943,101705,5%,527-99-2378,808-337-2439,Kekaha,Kauai,Kekaha,HI,96752,West,hkfell,0_4YV*NwSp
403392,Ms,Meryl,I,Nau,F,merylnau@hotmailcom,Vernon Nau,Brittanie Nau,Tiffany,1/18/1968,07:24:48 AM,4956,44,5/22/1996,Q2,H1,1996,5,May,May,22,Wednesday,Wed,212,150233,4%,297-15-7841,803-766-1484,Pelion,Lexington,Pelion,SC,29123,South,minau,d#}aO&B}+G9H
899561,Mr,Terrell,J,Leader,M,terrellleader@yahoocom,Brady Leader,Lani Leader,Veney,7/3/1959,12:48:08 AM,5811,75,10/16/1992,Q4,H2,1992,10,October,Oct,16,Friday,Fri,248,54054,9%,191-86-6279,319-478-7338,Titonka,Kossuth,Titonka,IA,50480,Midwest,tjleader,s%eiF*Vm<
643205,Mr,Cameron,A,Chamberland,M,cameronchamberland@rediffmailcom,Damian Chamberland,Birgit Chamberland,Yocum,1/4/1985,05:14:01 AM,3258,58,3/16/2010,Q1,H1,2010,3,March,Mar,16,Tuesday,Tue,737,64375,23%,648-58-0558,215-601-4974,Campbelltown,Lebanon,Campbelltown,PA,17010,Northeast,cachamberland,h}[u[4UVqn&;WQ8
771375,Mr,Jarred,C,Class,M,jarredclass@bpcom,Kraig Class,Ronda Class,Straub,9/21/1986,04:24:08 AM,3087,62,1/15/2012,Q1,H1,2012,1,January,Jan,15,Sunday,Sun,554,138052,1%,583-99-9143,225-562-9568,Gloster,De Soto,Gloster,LA,71030,South,jcclass,y7xVzveeR&Bb
253997,Mr,Maxwell,H,Azevedo,M,maxwellazevedo@aolcom,Oren Azevedo,Arleen Azevedo,Gabel,7/19/1958,05:56:05 AM,5907,52,1/1/2007,Q1,H1,2007,1,January,Jan,1,Monday,Mon,1058,193108,0%,281-15-2142,210-431-2908,Carrollton,Denton,Carrollton,TX,75010,South,mhazevedo,ZGDKokhF}b9
371398,Ms,Jerri,J,Dunkle,F,jerridunkle@aolcom,Rodolfo Dunkle,Davina Dunkle,Bright,11/27/1994,08:18:14 AM,2268,47,3/25/2016,Q1,H1,2016,3,March,Mar,25,Friday,Fri,134,149689,14%,713-18-5659,210-595-2299,Old Ocean,Brazoria,Old Ocean,TX,77463,South,jjdunkle,PDL@d!f;rV}jS
934506,Mrs,Chere,M,Patchett,F,cherepatchett@ibmcom,Haywood Patchett,Vonnie Patchett,Rozier,10/30/1988,12:19:04 AM,2876,56,3/11/2013,Q1,H1,2013,3,March,Mar,11,Monday,Mon,438,104700,3%,656-36-1040,316-849-1970,Freeport,Harper,Freeport,KS,67049,Midwest,cmpatchett,Zd!nmqpzNHR
443695,Ms,Leonore,Q,Reason,F,leonorereason@gmailcom,Carroll Reason,Nickie Reason,Martins,1/14/1994,07:02:30 PM,2355,44,6/14/2015,Q2,H1,2015,6,June,Jun,14,Sunday,Sun,212,195398,23%,717-18-8062,304-221-6979,Charleston,Kanawha,Charleston,WV,25302,South,lqreason,wgG3gb0bcmO8
709478,Ms,Millicent,G,Mangan,F,millicentmangan@yahoocom,Clark Mangan,Senaida Mangan,Block,9/18/1975,02:12:22 AM,4189,48,3/16/1997,Q1,H1,1997,3,March,Mar,16,Sunday,Sun,2038,166110,25%,523-99-3631,206-414-9623,Humptulips,Grays Harbor,Humptulips,WA,98552,West,mgmangan,n-0Ddr!#3
809860,Mr,Bernard,A,Harbert,M,bernardharbert@yahoocom,Errol Harbert,Jacqui Harbert,Mcgeorge,2/3/1984,11:39:06 PM,335,80,2/28/2013,Q1,H1,2013,2,February,Feb,28,Thursday,Thu,441,155565,17%,503-45-0046,229-476-8341,Reidsville,Tattnall,Reidsville,GA,30499,South,baharbert,2*l+nfy7RKpE!H*
648853,Mr,Steven,B,Daigneault,M,stevendaigneault@shawca,Terrell Daigneault,Pamelia Daigneault,Graybill,10/21/1962,06:50:49 AM,5481,72,9/17/2015,Q3,H2,2015,9,September,Sep,17,Thursday,Thu,186,192424,24%,439-99-9395,225-398-9118,Geismar,Ascension,Geismar,LA,70734,South,sbdaigneault,Mr^S*iLSq?
211463,Hon,Oren,M,Mcnabb,M,orenmcnabb@yahoocom,Clayton Mcnabb,Oralee Mcnabb,Vanscoy,9/10/1972,12:40:51 PM,4491,69,6/16/2002,Q2,H1,2002,6,June,Jun,16,Sunday,Sun,1513,136174,4%,317-35-3162,319-233-9397,Bayard,Guthrie,Bayard,IA,50029,Midwest,ommcnabb,GPyPcn:EhtvSY{
451530,Ms,Susana,H,Hooks,F,susanahooks@gmailcom,Boris Hooks,Sanjuanita Hooks,Till,8/16/1984,12:27:36 AM,3297,60,10/29/2009,Q4,H2,2009,10,October,Oct,29,Thursday,Thu,775,91944,16%,084-02-8563,231-239-4482,Grand Rapids,Kent,Grand Rapids,MI,49504,Midwest,shhooks,5{o}eopW[X$
225416,Dr,Cedrick,K,Engelhardt,M,cedrickengelhardt@gmailcom,Willis Engelhardt,Gwyn Engelhardt,Hardee,7/19/1963,01:39:54 AM,5406,66,4/17/1996,Q2,H1,1996,4,April,Apr,17,Wednesday,Wed,2129,53568,22%,119-98-5733,215-753-6443,Conshohocken,Montgomery,Conshohocken,PA,19428,Northeast,ckengelhardt,80!&oynDeg4Qc
477053,Mr,Rich,Q,Rehberg,M,richrehberg@aolcom,Wilber Rehberg,Harriette Rehberg,Stroman,6/13/1962,04:49:13 AM,5516,89,7/3/1987,Q3,H2,1987,7,July,Jul,3,Friday,Fri,3009,71890,12%,510-33-2272,209-685-5524,Klamath,Del Norte,Klamath,CA,95548,West,rqrehberg,2/PXP2urj
502252,Mr,Zachary,S,Velasquez,M,zacharyvelasquez@aolcom,Kevin Velasquez,Alane Velasquez,Fomby,7/31/1993,10:19:07 PM,2401,61,10/24/2014,Q4,H2,2014,10,October,Oct,24,Friday,Fri,276,57343,5%,168-86-4252,303-439-4051,Westminster,Adams,Westminster,CO,80036,West,zsvelasquez,rH&b#oG2/6
475214,Mr,Garrett,S,Nolette,M,garrettnolette@hotmailcom,Dalton Nolette,Geri Nolette,Kawakami,9/17/1960,07:58:37 AM,569,85,3/17/1985,Q1,H1,1985,3,March,Mar,17,Sunday,Sun,3239,89723,0%,730-28-5224,302-854-2835,Yorklyn,New Castle,Yorklyn,DE,19736,South,gsnolette,9i*_K@_a*fDw
355101,Mr,Antone,W,Polston,M,antonepolston@gmailcom,Israel Polston,Jaclyn Polston,Trammel,12/21/1984,02:06:40 AM,3262,57,10/30/2015,Q4,H2,2015,10,October,Oct,30,Friday,Fri,175,176365,28%,381-37-7296,210-580-0080,San Antonio,Bexar,San Antonio,TX,78254,South,awpolston,IJ2i}y9e]@f3J
